Average Current,Normalized Current Variance,Maximum Discharge Current,Relative Charge Fraction,Rest Fraction at High SOC,Rest SOC,Peak Frequency 1,Peak Frequency 2
0.5281726011013895,0.9653374700534355,1.5002041657171896,0.03169650771139869,0.30235773798971816,0.5670290966908116,0.002127282396738167,0.004254564793476334
0.5267805120587503,0.9669337148667762,1.5014419775598078,0.031741523167051304,0.30296467246582637,0.5671676935124177,0.002130303568258477,0.004260607136516954
0.6113885073083581,1.8561478334251145,2.500385442889754,0.03642384105960265,0.4699703128568166,0.6249180239890437,0.0013701758392327015,0.002740351678465403
0.5993920351015452,1.8678329704243892,2.500243533988031,0.03667279411764706,0.47290900735294117,0.6249491872692909,0.0013786764705882352,0.0027573529411764703
0.5245107485705167,1.7259574621911322,2.500290226589627,0.029721362229102165,0.3829205366357069,0.6306603588125284,0.010491916064671482,0.020983832129342964
0.5232705521471523,1.7270080992351595,2.500679275941572,0.029798588397314512,0.38340506111206746,0.6307416278730167,0.01050094680667929,0.02100189361335858
0.10142643248351887,0.2555987775228173,0.4014190889682313,0.03602288358134301,0.2641115418281856,0.556267607528456,0.002375890959109666,0.004783043641365512
0.10139787099744604,0.2556126605188045,0.40126115815487534,0.03616675521110035,0.2638738710584706,0.556055184340617,0.0023750742210694085,0.004781399418731835
0.200077511578651,0.49341529652950367,0.8013870450881442,0.03024498886414254,0.2603499840916322,0.5469658604482365,0.002099904549793191,0.0021635380209990454
0.20014240581414355,0.49329372542631117,0.8013778896804337,0.03028797145769623,0.2601809378185525,0.5468650405576614,0.0021024464831804284,0.0021661569826707445
0.5576618355375407,1.1568686572162847,2.000407873664015,0.022586307782328847,0.36957284961966064,0.6026864789297239,0.001950458357714063,0.003900916715428126
0.560312493890944,1.1551138647878805,2.000353856712608,0.02255551227113362,0.3688936501753019,0.6028800743716136,0.0019477989871445266,0.0038955979742890533
0.099959655053388,1.8563333159844682e-08,0.10034332800000001,0.0,0.0,0.0,6.081245439065921e-05,0.00012162490878131841
0.09995903127903875,1.895361567665772e-08,0.1004348821199542,0.0,0.0,0.0,6.0799513603891166e-05,0.00012159902720778233
0.06507393670685602,0.3679629318352301,0.9121042969658817,0.06474914103156583,0.23606059997187004,0.5266421171955336,0.0003214852619100243,0.0006429705238200486
0.06465163741593843,0.36814066101780185,0.9122154698532997,0.06459904043865661,0.2367899044470427,0.5270447730609291,0.0003225416280288675,0.000645083256057735
0.10211226389930256,0.5881080957329494,1.4584007922234907,0.06429428358354139,0.25350669563243733,0.4949839732899156,0.0002918193314094874,0.0003242437015660971
0.1025087957894564,0.5853730772751501,1.45726710918,0.06392864080813314,0.253227999740983,0.4945078009567162,0.0002913941591659652,0.00032377128796218355
0.22431611244658897,1.1168419836832737,2.900425915478342,0.07118003025718608,0.29521936459909226,0.49096107416824286,0.000226928895612708,0.000302571860816944
0.2255946144428019,1.1146470386319696,2.899967672890092,0.07149856776722448,0.2942032262927785,0.49180149233833637,0.0002261420171867933,0.00030152268958239106
0.06467301902492832,0.36460028830122615,1.1607119513554767,0.0654792351723298,0.0010757926358949377,0.37308421779892964,6.0893922786505914e-05,8.119189704867455e-05
0.06477450552069226,0.36389009616547174,1.1615832325086317,0.06557057605650957,0.0008545447164372995,0.3719646381724474,6.0893922786505914e-05,8.119189704867455e-05
0.09017565761404703,0.20455344287085353,0.6243991753426149,0.20997956124812645,0.002806921923967843,0.5491033649536509,5.450333832947268e-05,0.005314075487123587
0.09023556705829375,0.20436054164735906,0.6243076218796729,0.20987143168446284,0.00253595554587056,0.5390631978953415,0.005311614730878187,0.005366092830682066
0.17955665769416676,0.40821852692834026,1.247503982131591,0.21175358612253975,0.001523407094406761,0.5142186957414345,0.0026131435560991885,0.005281885911264317
0.17930878710570383,0.40701321034739635,1.2476548596000225,0.2113560639715682,0.0014771212794313638,0.5334451642958689,0.002609951132829853,0.005330964015992892
0.44846373691624686,0.9846778911144324,2.900475467979605,0.2133135656041512,0.0005040770941438103,0.5429804898968701,0.0025203854707190514,0.005337286879169755
0.44771049417964565,0.9878733338357956,2.9004773556942367,0.21401245551601422,0.00038552787663107945,0.5323987406690607,0.0025207591933570582,0.005338078291814947
0.11649912675748955,0.5676711680826229,1.8569622433556485,0.07438942163620017,0.00083158525621816,0.33003608194546596,3.7458795325142346e-05,7.491759065028469e-05
0.11652826369392016,0.5689379262355911,1.857033976483906,0.07445963663607418,0.0008765686458138228,0.32983590990282685,3.7460198539052254e-05,7.492039707810451e-05
0.10393400799285463,0.08101804812437596,0.5267422143996452,0.062127991831586536,0.0019129703594702543,0.5353032382184792,6.006186371963122e-05,0.03624733475479744
0.10437293060190994,0.08100015895096012,0.5267296023516126,0.058976133867035846,0.002118758840701839,0.5432454380692968,6.0192012519938607e-05,0.036235591537003044
0.21061779711014703,0.16084170699844502,1.0509593126847878,0.060911003837108554,0.0005260552048520857,0.5524897593852813,0.00012377769525931428,0.03614308701571977
0.2103928609287774,0.16057254529535667,1.0511192964474105,0.06091247672253259,0.0006269397889509621,0.5629460803201136,0.00012414649286157667,0.0072004965859714465
0.5332376311368736,0.3881400338611712,2.626797044789008,0.057969592937714566,0.00011443518064410659,0.5495271439368348,0.00032695765898316167,0.036128821317639365
0.5330743787167691,0.3871841865300841,2.6270330090370653,0.057729941291585124,0.00017938682322243967,0.5967028146591307,0.00032615786040443573,0.03604044357469015
0.10260240081135463,0.4948380072155441,1.4573879228812354,0.08483046190645506,0.25317580890196206,0.5098026660971577,0.000258590037818793,0.0005495038303649351
0.10259085233829307,0.4945803584223789,1.4561462646529346,0.08477178691492113,0.25323247995862425,0.509871599678955,0.0002585983966899405,0.0005495215929661235
0.09616898024804757,0.10063210076116369,0.5183337147997614,0.09955060740483025,0.0013220840219187614,0.5435744137769151,5.7986141312226376e-05,0.06392972079672958
0.09624845153677769,0.10060517931992873,0.5182188050342635,0.09949461402951454,0.0011580558523695383,0.548418610064512,5.775839662690964e-05,0.06393854506598896
0.19271278316901944,0.19955818234851677,1.0357061090653845,0.09949843630141028,0.00037764796129108395,0.5293450997410617,0.00011801498790346374,0.06390511594972562
0.48871840741702505,0.4838344875914843,2.5859436092688766,0.09744358529272526,3.156067539845353e-05,0.4592888393349177,0.00031560675398453525,0.06375256430487612
0.48849712500864406,0.48425433462110823,2.5859757004026758,0.0977602523659306,4.73186119873817e-05,0.63136734438567,0.0003154574132492114,0.0637223974763407
0.2618449170189836,0.8906782495274983,2.899969560603912,0.11632197717326011,0.33549300609285165,0.6040390702893399,0.00017162962327297692,0.0005148888698189308
0.263105827522675,0.888519060201413,2.8999582343202386,0.11591084440634376,0.33500214316330906,0.6036113951685198,0.00017145306472353194,0.0005143591941705959
0.057453742230176796,0.13182240931423786,0.8728237606635318,0.14100968188105117,0.006795246145176989,0.755960983964975,5.122688386865427e-05,0.00010245376773730854
0.05746859662218673,0.13180227636906994,0.87305170212653,0.14093284155524818,0.006359817632293428,0.7528313727199691,5.122688386865427e-05,0.00010245376773730854
0.08612537074511777,0.18189250560342257,1.2614063941633609,0.1407010113956145,0.0027332757515811765,0.6291263188813299,5.57242762809618e-05,0.0001114485525619236
0.08619339451948183,0.18247810554113025,1.261382797743263,0.1407751030870389,0.002351498941268249,0.6436702345297446,5.572272372673576e-05,0.00011144544745347152
0.05941391553449186,0.061743395620297965,0.5879232626864067,0.07811174626590447,0.003843418245040963,0.664811843178003,5.268565106293301e-05,0.00010537130212586602
0.0593941172662676,0.06189285856165372,0.5881652271881401,0.07808894040781916,0.003980715527688498,0.685072121111135,5.268981505874914e-05,0.00010537963011749828
0.09332335693946356,0.09000324612622664,0.8823892796700917,0.07553746305846902,0.0011096946166772904,0.4965541195125591,5.794749956539375e-05,0.0001158949991307875
0.09339608142698275,0.08979958286560501,0.8824808338093375,0.07537739402543969,0.0011647784892649146,0.48747447281313594,5.7949178570393766e-05,0.00011589835714078753
